title,image,price,discount_price
Grey Smooth & Sawn Sandstone Paving - 900x600 Pack,https://royalestones.co.uk//uploads/products/kandla-grey-900x600---3398482973xl-2_1440460374_l.jpg, £24.95 /m, £40.00
Texas Grey Antique Chiselled Edge Porcelain Slab - 905x605x20mm,https://royalestones.co.uk//uploads/products/texas-grey-web-1-min_76246515_l.jpg, , £24.94 /m
Idemo Anthracite Outdoor Porcelain Paving Slabs - 900x600x20mm,https://royalestones.co.uk//uploads/products/idemo-black-web-1-min1920728627xl503485575xl_61723228_l.jpg, £23.95 /m, £24.50 /m
Sunstone Loki Porcelain Paving Slabs - 900x600x20mm,https://royalestones.co.uk//uploads/products/sunstone-loki-web-a3920238875xl-21948022595xl280597316xl1363361027xl_1097949596_l.jpg, , 
Sunstone Loki Outdoor Porcelain Slabs - 1200x600x20mm,https://royalestones.co.uk//uploads/products/sunstone-loki-web-a3920238875xl-21948022595xl_280597316_l.jpg, £40.00, £45.00
Carrera Marble Effect Outdoor Porcelain Slabs - 900x600x20mm,https://royalestones.co.uk//uploads/products/carrera-marble-1_411414549_l.jpg, £40.00, £25.94 /m
Indiana Multicolour Outdoor Porcelain Paving Slab - 1200x600x20mm,https://royalestones.co.uk//uploads/products/indiana-multi-web-2-min_1827053642_l.jpg, £35.00, £35.00
Kandla Grey Indian Sandstone Setts - 100x100 Pack,https://royalestones.co.uk//uploads/products/kandla-grey-cobbles---2_1814173825_l.jpg, £30.00, £23.94 /m
Roca White Outdoor Porcelain Paving Tiles - 900x600x16mm,https://royalestones.co.uk//uploads/products/valleywhite-copy3-copy1347881740xl_745166507_l.jpg, £34.21, £22.53 /m
Pietra Grey 200x100mm Cobbles,https://royalestones.co.uk//uploads/products/pietra-grey-lg601039-001-1_386200219_l.jpg, £50.00 /m, 
Victorian Mix Decor Outdoor Paving Slabs - 600x600x20mm,https://royalestones.co.uk//uploads/products/victoria-decor-outdoor-porcelain-paving--1_1870510618_l.jpg, , £50.00
Kota Blue Natural Limestone Paving Slabs - 900x600 Pack,https://royalestones.co.uk//uploads/products/kota-blue-90x60-website_1231126717_l.jpg, £31.95 /m, £34.95/m
Valencia White Outdoor Porcelain Paving Slabs - 900x600x20mm,https://royalestones.co.uk//uploads/products/900x600mm-valencia-white-vitriefied-porcelain-paving-slabs_1831416272_l.jpeg, , 
Kandla Grey Outdoor Porcelain Slabs - Mix Size Pack,https://royalestones.co.uk//uploads/products/latest-kandla-grey_643876652_l.jpg, £50.00, £62.95 /m
Quartzite Grigio 3D Porcelain Wall Tile - 150x610mm,https://royalestones.co.uk//uploads/products/quartzite-grigio-web-1_425859952_l.jpg, £39.00, 
Jersey Cream Antique Chiselled Edge Porcelain Slab - 905x605x20mm,https://royalestones.co.uk//uploads/products/juliette-nude-web-1-min_1020249102_l.jpg, £44.95, £40.00
Ardesia Nero Outdoor Porcelain Paving Slabs - 900x450x20mm,https://royalestones.co.uk//uploads/products/ardesia-nero-900x450-4jpg-web844794328xl_1959882983_l.jpg, £60.00, £27.94 /m
Roca White Outdoor Porcelain Slabs - 900x600x20mm,https://royalestones.co.uk//uploads/products/valleywhite-copy3-copy_1347881740_l.jpg, £40.00, £35.00
Beige Smooth & Sawn Sandstone Paving - Patio Pack,https://royalestones.co.uk//uploads/products/mint-honed-mix---1_87712403_l.jpg, £40.00, £22.94 /m
Progetto Agave Italian Tile - 200x200mm,https://royalestones.co.uk//uploads/products/agave-web-2-min_1819095038_l.jpg, £39.95 /m, £34.95/m
Turquoise Onyx Porcelain Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/turquoise-onyx-web-1-min_183069686_l.jpg, , 
Jumble Avoria Italian Matt Porcelain Tile - 900x450x10mm,https://royalestones.co.uk//uploads/products/avoria-web-2-min_1459077261_l.jpg, £45.00, £39.95 /m
Calacatta Viola Porcelain Tiles - 1200x600,https://royalestones.co.uk//uploads/products/calcattaviola02-2_394901628_l.jpg, £60.00, 
Arousa Nero Terrazzo Tile - 258x290mm,https://royalestones.co.uk//uploads/products/arousa-black-web-2_1356500516_l.jpg, £45.00, £45.00
Lume Pink Italian - 60x240mm,https://royalestones.co.uk//uploads/products/lume-pink-web-1_1590910085_l.jpg, £39.95 /m, £26.95/m
Estrella Sage Star Pattern Tile - 450x450x9.5mm,https://royalestones.co.uk//uploads/products/estrella-sage-web-2-min_1885600045_l.jpg, , 
Fluted White Ceramic Wall Tile - 900x300mm,https://royalestones.co.uk//uploads/products/fluted-white-web-1-min_1600058143_l.jpg, £46.95 /m, £60.00
Lume Blue Italian - 60x240mm,https://royalestones.co.uk//uploads/products/lume-blue-web-1_1652838855_l.jpg, , £29.95/m
Lume Forest Italian - 60x240mm,https://royalestones.co.uk//uploads/products/lume-forest-web-1_1202295803_l.jpg, £35.00, 
Kao Dew Italian Wood Tile - 1200x200mm,https://royalestones.co.uk//uploads/products/kao04-1b-min_1238791213_l.jpg, £40.00, £45.00
Estrella Blue Star Pattern Tile - 450x450x9.5mm,https://royalestones.co.uk//uploads/products/estrella-blue-web-2-min_2061272282_l.jpg, £46.95 /m, £41.95/m
Lume Greige Italian - 60x240mm,https://royalestones.co.uk//uploads/products/lume-greige-web-2_76312465_l.jpg, , 
Black Onyx Polished Porcelain Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/black-onyx-web-42079865469xl_582284882_l.jpg, £40.00, £25.75/m
Terrazzo Pearl Porcelain Tile - 600x600mm,https://royalestones.co.uk//uploads/products/terrazzo-pearl-web-1-min_1931398381_l.jpg, £35.00, 
Ciano Italian Tile - 200x200x8.5mm,https://royalestones.co.uk//uploads/products/cyano-web-1-min_1138012087_l.jpg, £45.00, £40.00
Kao Charamel Italian Wood Tile - 1200x200mm,https://royalestones.co.uk//uploads/products/kao-charamel-web-1-min_996356727_l.jpg, £50.00, £29.95/m
Jumble Avoria Italian Matt Porcelain Tile - 900x450x10mm,https://royalestones.co.uk//uploads/products/avoria-web-2-min_1459077261_l.jpg, £60.00, 
Arousa Nero Terrazzo Tile - 258x290mm,https://royalestones.co.uk//uploads/products/arousa-black-web-2_1356500516_l.jpg, £39.95 /m, £35.00
Calacatta Viola Porcelain Tiles - 1200x600,https://royalestones.co.uk//uploads/products/calcattaviola02-2_394901628_l.jpg, , £24.95/m
Progetto Agave Italian Tile - 200x200mm,https://royalestones.co.uk//uploads/products/agave-web-2-min_1819095038_l.jpg, £45.00, 
Kao Dew Italian Wood Tile - 1200x200mm,https://royalestones.co.uk//uploads/products/kao04-1b-min_1238791213_l.jpg, £39.95 /m, £45.00
Lume Greige Italian - 60x240mm,https://royalestones.co.uk//uploads/products/lume-greige-web-2_76312465_l.jpg, , £29.95/m
Arousa Rosa Terrazzo Tile - 258x290mm,https://royalestones.co.uk//uploads/products/arousa-rosa-web-1_641490109_l.jpg, £50.00, 
Lume Pink Italian - 60x240mm,https://royalestones.co.uk//uploads/products/lume-pink-web-1_1590910085_l.jpg, £46.95 /m, £50.00
Arousa Blanco Terrazzo Tile - 258x290mm,https://royalestones.co.uk//uploads/products/arousa-blanco-edited01_1318871509_l.jpg, , £34.95/m
Estrella White Star Pattern Tile - 450x450x9.5mm,https://royalestones.co.uk//uploads/products/estrella-white-web-2-min_1143072925_l.jpg, £39.95 /m, 
Estrella Black Star Pattern Tile - 450x450x9.5mm,https://royalestones.co.uk//uploads/products/estrella-black-web-2-min_1725534222_l.jpg, , £60.00
Bathroom Wall Panel Acrylic Sealant for Navy 290ml,https://royalestones.co.uk//uploads/products/navy-seal_1576503517_l.jpg, £23.99, £60.00
Bathroom Wall Panel Acrylic Sealant for Emerald 290ml,https://royalestones.co.uk//uploads/products/emerald-green-seal_300768211_l.jpg, £23.99, £53.99
Bathroom Wall Panel Acrylic Sealant for Dark Teal 290ml,https://royalestones.co.uk//uploads/products/dark-teal-seal_1895697096_l.jpg, £23.99, £39.99
Bathroom Wall Panel Acrylic Sealant for Opal 290ml,https://royalestones.co.uk//uploads/products/opal-seal_1602790297_l.jpg, £23.99, £17.95
White Gloss Sealant Wall Panel Kit,https://royalestones.co.uk//uploads/products/showerwalltadekitn55y-oe_1985714824_l.jpg, £141.99, £19.92
Bathroom Panel Silicone Sealant Translucent 300ml,https://royalestones.co.uk//uploads/products/showerwallpanelssilicone_190041605_l.jpg, £13.99, £23.99
Ultra Tile Fix ProGrip FX Fibre Reinforced Semi-Rapid Flexible S1 Adhesive Grey 20kg,https://royalestones.co.uk//uploads/products/adhesiver-web-1_1941276996_l.jpg, £30.00, £23.99
Pro Joint Porcelain Primer - 20kg,https://royalestones.co.uk//uploads/products/primer-web-1-min_1982179715_l.jpg, £43.98, £23.99
Ultra Scape Flowpoint Fine Flowable External Grout - 20kg (Charcoal),https://royalestones.co.uk//uploads/products/flowpoint-charcole-web-1_919927838_l.jpg, £32.95, £23.99
Ciano Italian Tile - 200x200x8.5mm,https://royalestones.co.uk//uploads/products/cyano-web-1-min_1138012087_l.jpg, £46.95 /m, £39.95 /m
Estrella Black Star Pattern Tile - 450x450x9.5mm,https://royalestones.co.uk//uploads/products/estrella-black-web-2-min_1725534222_l.jpg, , 
Nova Sage Decor Tile - 450x450x9.5mm,https://royalestones.co.uk//uploads/products/nova-sage-web-1-min_1341560207_l.jpg, £50.00, £46.95 /m
Terrazzo Pearl Porcelain Tile - 600x600mm,https://royalestones.co.uk//uploads/products/terrazzo-pearl-web-1-min_1931398381_l.jpg, £35.00, 
Estrella White Star Pattern Tile - 450x450x9.5mm,https://royalestones.co.uk//uploads/products/estrella-white-web-2-min_1143072925_l.jpg, £46.95 /m, £35.00
Fluted Steel Grey Ceramic Wall Tile - 900x300mm,https://royalestones.co.uk//uploads/products/fluted-steel-grey-web-2-min_1792685200_l.jpg, , £25.75/m
Arousa Rosa Terrazzo Tile - 258x290mm,https://royalestones.co.uk//uploads/products/arousa-rosa-web-1_641490109_l.jpg, £45.00, 
Lume Musk Italian - 60x240mm,https://royalestones.co.uk//uploads/products/lumm1-lume-muskedited_252325950_l.jpg, £35.00, £40.00
Estrella Night Star Pattern Tile - 450x450x9.5mm,https://royalestones.co.uk//uploads/products/estrella-night-web-2-min_807329720_l.jpg, £35.00, £29.95/m
Estrella Sky Star Pattern Tile - 450x450x9.5mm,https://royalestones.co.uk//uploads/products/estrella-sky-web-3-min_1802795126_l.jpg, £35.00, 
Black Onyx Polished Porcelain Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/black-onyx-web-42079865469xl_582284882_l.jpg, £35.00, £46.95 /m
Turquoise Mint Onyx Porcelain Tiles - 1200x600mm,https://royalestones.co.uk//uploads/products/onyx-turquoise-mint-w_957009703_l.jpeg, £40.00, 
Kao Hazelnut Italian Wood Tile - 1200x200mm,https://royalestones.co.uk//uploads/products/kao-hazelnut-web-2-min_1880135748_l.jpg, £39.95 /m, £46.95 /m
Arousa Blanco Terrazzo Tile - 258x290mm,https://royalestones.co.uk//uploads/products/arousa-blanco-edited01_1318871509_l.jpg, , 
Adagio Gold Marble Porcelain Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/adagio-gold-web-3_1266635198_l.jpg, £46.95 /m, £50.00
Lilya Decor Blue - 198x228mm,https://royalestones.co.uk//uploads/products/lilya-blue-web-2_1603917670_l.jpg, , £34.95/m
Peach Onyx Porcelain Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/peach-onyx_564508228_l.jpg, £35.00, 
Black Onyx Italian Matt Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/black-onyx-web-4_2079865469_l.jpg, £35.00, £35.00
Mayfair Italian Tile - 200x200x8.5mm,https://royalestones.co.uk//uploads/products/mayfair-web-1-min_1757620568_l.jpg, £40.00, £25.75/m
Dome Anthracite Porcelain Tile - 1200x600x9.5mm,https://royalestones.co.uk//uploads/products/dome-anthracite-web-12x6-1_977109624_l.jpg, £45.00, 
Nolita Multicolour Clay Pavers Effect Porcelain Tile - 48x450x9.5mm,https://royalestones.co.uk//uploads/products/nolita-multicolour-web-1-min_2053472460_l.jpg, £50.00, £46.95 /m
Dome Bone Porcelain Tile - 1200x600x9.5mm,https://royalestones.co.uk//uploads/products/dome-bone-web-1_18621551_l.jpg, £39.95 /m, 
Eunoia Blue Onyx Gloss Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/eunoia-blue-web-1_1858333461_l.jpg, , £45.00
Lilya Decor Taupe - 198x228mm,https://royalestones.co.uk//uploads/products/lilya-taupe-web-1_1610152127_l.jpg, £35.00, £29.95/m
Arabescato Matt Non Slip Porcelain Tiles - 1200x600x9mm,https://royalestones.co.uk//uploads/products/arabescatobathroom01-1_526728394_l.jpg, £39.95 /m, 
Blue Onyx Porcelain Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/blue-onyx-web-102-min_1607782398_l.jpg, , £35.00
Mojave Denim Italian - 60x250mm,https://royalestones.co.uk//uploads/products/mojave-denim-web-1-min_1646204016_l.jpg, £36.95, £25.75/m
Nolita Charcoal Clay Pavers Effect Porcelain Tile - 48x450x9.5mm,https://royalestones.co.uk//uploads/products/nolita-charcoal-web-3-min_255798262_l.jpg, £60.00, 
Minorca White Marble Effect Matt Non-Slip Porcelain Tiles - 600x600mm,https://royalestones.co.uk//uploads/products/minroca-white80x80gloss-1_658265835_l.jpg, £50.00, £35.00
Lilya Decor Cotto - 198x228mm,https://royalestones.co.uk//uploads/products/lilya-cotto-web-2_6139845_l.jpg, £40.00, £29.95/m
Notting Hill Italian Tile - 200x200x8.5mm,https://royalestones.co.uk//uploads/products/notting-hill-web-1-min_1148339485_l.jpg, £50.00, 
Everest White Gloss Porcelain Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/20210905whitetile120x600indoor_558813553_l.jpg, £40.00, £35.00
Roca Beige Matt Porcelain Tile - 600x600mm,https://royalestones.co.uk//uploads/products/roca-beige-1x1-web-2724931937xl_846288942_l.jpg, £40.00, £24.95/m
Fluted White Decor Wall Tile - 75x300mm,https://royalestones.co.uk//uploads/products/soldeu-white-web-1_187006972_l.jpg, £39.95 /m, 
Fluted Aqua Decor Wall Tile - 75x300mm,https://royalestones.co.uk//uploads/products/soldeu-aqua-web-2_1117282572_l.jpg, , £35.00
Miami Pacifico Porcelain Tile - 225x225mm,https://royalestones.co.uk//uploads/products/miami-pacifico-web-1_1409809517_l.jpg, £29.99, £25.75/m
Eclipse Anthracite Porcelain Tile - 800x800x8.5mm,https://royalestones.co.uk//uploads/products/28022020ark-anthracite100x100-copy1252456285xl392801615xl938276636xl_1102825791_l.jpg, £45.00, 
Roca White Matt Porcelain Tile - 600x600mm,https://royalestones.co.uk//uploads/products/roca-white-web-1627247521xl_499484566_l.jpg, £51.95 /m, £40.00
Fluted Pink Decor Wall Tile - 75x300mm,https://royalestones.co.uk//uploads/products/soldeu-pink-web-1_1088172698_l.jpg, , £29.95/m
Roca Grey Matt Porcelain Tile - 600x600mm,https://royalestones.co.uk//uploads/products/roca-gre-1x1-web-1783783954xl-2_55873482_l.jpg, £50.00, 
Roca Grey Matt Porcelain Tile - 600x300mm,https://royalestones.co.uk//uploads/products/roca-white-grey-web-1-min_328348187_l.jpg, £30.00, £39.95 /m
Roca Beige Matt Porcelain Tile - 600x300mm,https://royalestones.co.uk//uploads/products/roca-beige-web-1-min_110535058_l.jpg, £39.95 /m, 
Terrazzo Noir Porcelain Tile - 600x600mm,https://royalestones.co.uk//uploads/products/terrazzo-noir-web-1-min_193626807_l.jpg, , £46.95 /m
Colors Acquamarine Italian Tile - 48x450mm,https://royalestones.co.uk//uploads/products/colors-acquamarine-web-1-min_1840076072_l.jpg, £46.95 /m, £29.95/m
Estrella Blue Star Pattern Tile - 450x450x9.5mm,https://royalestones.co.uk//uploads/products/estrella-blue-web-2-min_2061272282_l.jpg, , 
Turquoise Onyx Porcelain Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/turquoise-onyx-web-1-min_183069686_l.jpg, £39.95 /m, £39.95 /m
Lume Blue Italian - 60x240mm,https://royalestones.co.uk//uploads/products/lume-blue-web-1_1652838855_l.jpg, , 
Colors Green Italian Tile - 48x450mm,https://royalestones.co.uk//uploads/products/colors-green-web-1-min_78500003_l.jpg, £35.00, £45.00
Estrella Night Star Pattern Tile - 450x450x9.5mm,https://royalestones.co.uk//uploads/products/estrella-night-web-2-min_807329720_l.jpg, £35.00, £41.95/m
Estrella Sage Star Pattern Tile - 450x450x9.5mm,https://royalestones.co.uk//uploads/products/estrella-sage-web-2-min_1885600045_l.jpg, £60.00, 
Lume Musk Italian - 60x240mm,https://royalestones.co.uk//uploads/products/lumm1-lume-muskedited_252325950_l.jpg, £35.00, £39.95 /m
Kao Hazelnut Italian Wood Tile - 1200x200mm,https://royalestones.co.uk//uploads/products/kao-hazelnut-web-2-min_1880135748_l.jpg, £45.00, 
Chateau Grey Herringbone Click Vinyl Floor Tiles  - 640x128mm,https://royalestones.co.uk//uploads/products/chateau-grey-1-min_805443998_l.jpg, £46.95 /m, £50.00
Lume Forest Italian - 60x240mm,https://royalestones.co.uk//uploads/products/lume-forest-web-1_1202295803_l.jpg, , £34.95/m
Nova Sage Decor Tile - 450x450x9.5mm,https://royalestones.co.uk//uploads/products/nova-sage-web-1-min_1341560207_l.jpg, £60.00, 
Turquoise Mint Onyx Porcelain Tiles - 1200x600mm,https://royalestones.co.uk//uploads/products/onyx-turquoise-mint-w_957009703_l.jpeg, £35.00, £46.95 /m
Dome Anthracite Porcelain Tile - 1200x600x9.5mm,https://royalestones.co.uk//uploads/products/dome-anthracite-web-12x6-1_977109624_l.jpg, £35.00, 
Black Onyx Italian Matt Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/black-onyx-web-4_2079865469_l.jpg, £46.95 /m, £39.95 /m
Eunoia Blue Onyx Gloss Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/eunoia-blue-web-1_1858333461_l.jpg, , 
Lilya Decor Taupe - 198x228mm,https://royalestones.co.uk//uploads/products/lilya-taupe-web-1_1610152127_l.jpg, £50.00, £46.95 /m
Peach Onyx Porcelain Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/peach-onyx_564508228_l.jpg, £35.00, 
Nolita Charcoal Clay Pavers Effect Porcelain Tile - 48x450x9.5mm,https://royalestones.co.uk//uploads/products/nolita-charcoal-web-3-min_255798262_l.jpg, £46.95 /m, £39.95 /m
Arabescato Matt Non Slip Porcelain Tiles - 1200x600x9mm,https://royalestones.co.uk//uploads/products/arabescatobathroom01-1_526728394_l.jpg, , 
Lilya Decor Cotto - 198x228mm,https://royalestones.co.uk//uploads/products/lilya-cotto-web-2_6139845_l.jpg, £35.00, £35.00
Dome Bone Porcelain Tile - 1200x600x9.5mm,https://royalestones.co.uk//uploads/products/dome-bone-web-1_18621551_l.jpg, £45.00, £25.75/m
Blue Onyx Porcelain Tile - 1200x600mm,https://royalestones.co.uk//uploads/products/blue-onyx-web-102-min_1607782398_l.jpg, £40.00, 
Mayfair Italian Tile - 200x200x8.5mm,https://royalestones.co.uk//uploads/products/mayfair-web-1-min_1757620568_l.jpg, £60.00, £35.00
